iter	Logloss
131	0.0498155117
132	0.04908668598
133	0.04841140906
134	0.04768120845
135	0.04700123072
136	0.04625982841
137	0.04560307662
138	0.04496932824
139	0.04431271553
140	0.04377063513
141	0.04339238803
142	0.04289812247
143	0.04232269923
144	0.04171260993
145	0.04116458495
146	0.04069521427
147	0.04012375673
148	0.03957152764
149	0.03916543325
150	0.03862109582
151	0.03818637133
152	0.03775123358
153	0.03725060622
154	0.03681179682
155	0.03629917304
156	0.03582446973
157	0.03540397088
158	0.03500117461
159	0.0346175909
160	0.03421823978
161	0.03380801678
162	0.03346366485
163	0.03315083583
164	0.03280201952
165	0.03236966133
166	0.03200375636
167	0.03174428344
168	0.03138409456
169	0.03100727399
170	0.03068662286
171	0.03032071988
172	0.02999927203
173	0.02967380285
174	0.02935151855
175	0.0290324986
176	0.02877292633
177	0.02841933966
178	0.02808580796
179	0.02777620951
180	0.02749778032
181	0.02720554272
182	0.02691617211
183	0.0266563495
184	0.02643321157
185	0.02613099416
186	0.02588927746
187	0.02561392188
188	0.02532056769
189	0.02508737644
190	0.02488463322
191	0.02463725805
192	0.02440249125
193	0.02417023977
194	0.02392808994
195	0.02376286189
196	0.02349190315
197	0.02331517736
198	0.02307775815
199	0.02286673784
200	0.0226397117
201	0.02248517275
202	0.02231338422
203	0.02210736672
204	0.02188545068
205	0.02168945471
206	0.02152322531
207	0.02137474616
208	0.02118606766
209	0.021005102
210	0.02077507973
211	0.02053602139
212	0.02034772635
213	0.02019217809
214	0.01995757222
215	0.01978860299
216	0.01958285968
217	0.01943077445
218	0.01925506989
219	0.0190728724
220	0.01890161037
221	0.01876128117
222	0.01857624451
223	0.01840988
224	0.01824828386
225	0.01808647712
226	0.01791861653
227	0.01777096987
228	0.01761662563
229	0.01746695836
230	0.01734269261
231	0.01720979214
232	0.01706098914
233	0.01691063643
234	0.01678186655
235	0.01663999061
236	0.01650484304
237	0.01641138593
238	0.01629310052
239	0.01618774136
240	0.01606557469
241	0.01592921813
242	0.01583016217
243	0.01569778323
244	0.01560236414
245	0.01548169752
246	0.01535439094
247	0.01521212657
248	0.01508567929
249	0.01495256623
250	0.01484374801
251	0.01475172838
252	0.01467150847
253	0.01457071205
254	0.01444781224
255	0.0143820862
256	0.01429849068
257	0.01420446038
258	0.01410620511
259	0.01400995851
260	0.01390413245
261	0.01382000446
262	0.01373731891
263	0.01366963287
264	0.01359799902
265	0.0134939611
266	0.01344178915
267	0.01336303751
268	0.01329837541
269	0.013260596
270	0.01314714352
271	0.01307959954
272	0.01301133633
273	0.01298095485
274	0.0128786246
275	0.01277207732
276	0.01267617941
277	0.0125837038
278	0.01252243916
279	0.01243971785
280	0.01236418287
281	0.0122902145
282	0.01222659051
283	0.01214295427
284	0.01205619077
285	0.01198474069
286	0.01193916202
287	0.01186648011
288	0.01177321374
289	0.01171224713
290	0.01164676448
291	0.01159971754
292	0.01152632833
293	0.0114783148
294	0.01140165826
295	0.01132392983
296	0.01127458612
297	0.01120166779
298	0.01117135783
299	0.01111124853
300	0.01107688944
301	0.011007454
302	0.01093488336
303	0.01086166998
304	0.01080565453
305	0.01072383424
306	0.01065129638
307	0.01059264044
308	0.0105638663
309	0.01051109334
310	0.01045294007
311	0.01042491496
312	0.01037258108
313	0.01031396786
314	0.01027678847
315	0.01023469567
316	0.01016899943
317	0.01011648575
318	0.01005420685
319	0.01003042559
320	0.009978189071
321	0.009906357527
322	0.009869896372
323	0.009849675496
324	0.009827747941
325	0.009787704547
326	0.009725962083
327	0.009684658051
328	0.009610148271
329	0.009558469057
330	0.009526479244
331	0.009497192502
332	0.009455428521
333	0.009423102935
334	0.009365263581
335	0.009317542116
336	0.009259776274
337	0.009238730868
338	0.009195216497
339	0.009146944682
340	0.00912505885
341	0.009074185292
342	0.009026786685
343	0.008987382054
344	0.008936648568
345	0.008905314406
346	0.008851824204
347	0.008783278863
348	0.00876887838
349	0.008736523986
350	0.008714161317
351	0.008685329556
352	0.008637309074
353	0.008619455496
354	0.008596890171
355	0.008550651868
356	0.008508048455
357	0.008484526475
358	0.008458653092
359	0.008442459504
360	0.008422919114
361	0.008359634876
362	0.008313717941
363	0.008269037306
364	0.00824834307
365	0.00822275579
366	0.008199315766
367	0.008172026277
368	0.008135900895
369	0.008116272589
370	0.008082557718
371	0.008042533199
372	0.008001575867
373	0.007973988354
374	0.007949764033
375	0.007921806971
376	0.007893986503
377	0.007866144677
378	0.007829647263
379	0.007812589407
380	0.007780875266
381	0.007734366755
382	0.007715374728
383	0.007682872812
384	0.007656180362
385	0.007610698541
386	0.00758150816
387	0.007565465569
388	0.007529756924
389	0.007489976287
390	0.007472219567
391	0.00742111057
392	0.007391008735
393	0.007373263439
394	0.007338651021
395	0.007317831119
396	0.007279807826
397	0.007246847947
398	0.007210662464
399	0.007188674311
400	0.007172308366
401	0.007151861986
402	0.007116357982
403	0.007096136113
404	0.007083849112
405	0.007044153412
406	0.007031687597
407	0.006992100676
408	0.006963285307
409	0.006943352024
410	0.006926491857
411	0.00690985173
412	0.006881514688
413	0.00685325861
414	0.006838748852
415	0.006822562218
416	0.006811007857
417	0.006782442828
418	0.006760194401
419	0.006734621525
420	0.006714780132
421	0.006701075037
422	0.006690213581
423	0.006653372447
424	0.006619919837
425	0.006593031685
426	0.006582476695
427	0.006558180849
428	0.006529828906
429	0.006519007683
430	0.00650322934
431	0.006485895316
432	0.006468256811
433	0.006455242634
434	0.006419164936
435	0.006392937402
436	0.006383979817
437	0.006357937555
438	0.006336519122
439	0.006319770217
440	0.006288112203
441	0.006262935201
442	0.006235631307
443	0.006212958197
444	0.006185507774
445	0.006152679523
446	0.006141229471
447	0.006119667987
448	0.006108953555
449	0.006094916662
450	0.006080535054
451	0.006068132818
452	0.006045837204
453	0.006016272803
454	0.006007904808
455	0.005999476711
456	0.005989115437
457	0.005959305167
458	0.005925955375
459	0.005913547675
460	0.005895416439
461	0.005880483985
462	0.005869633456
463	0.005847635865
464	0.005820168058
465	0.0058006078
466	0.005787557364
467	0.005765072505
468	0.005742930373
469	0.005722354352
470	0.005706520875
471	0.005694937706
472	0.00567193528
473	0.005651086569
474	0.005639499426
475	0.005629359186
476	0.005613662799
477	0.005602386594
478	0.005588577688
479	0.005581719677
480	0.005556171139
481	0.005545233687
482	0.005535163979
483	0.005525089304
484	0.005498984456
485	0.005479730666
486	0.005472096801
487	0.005458834767
488	0.005446801583
489	0.005425489942
490	0.005414402485
491	0.005402309696
492	0.005391753217
493	0.005383919179
494	0.005373462041
495	0.005363889535
496	0.005356800556
497	0.005327368279
498	0.00531950295
499	0.005292326709
500	0.005281096697
501	0.005268064141
502	0.005255953471
503	0.005240575473
504	0.005231867731
505	0.005225391686
506	0.005207003156
507	0.005201710264
508	0.005193276207
509	0.00518651704
510	0.005172482133
511	0.005164635181
512	0.005144454042
513	0.005130402247
514	0.005119778216
515	0.005100068947
516	0.005088839928
517	0.005081151923
518	0.005060334007
519	0.005041666826
520	0.005030747255
521	0.005025140444
522	0.005012151599
523	0.005000627041
524	0.004990035295
525	0.004973687232
526	0.00496639808
527	0.004951550563
528	0.004946100215
529	0.004935205479
530	0.00491159459
531	0.004905573527
532	0.004891723394
533	0.004878038665
534	0.004872353872
535	0.004850163062
536	0.004835324983
537	0.004828728239
538	0.004823805392
539	0.004814602435
540	0.004799432556
541	0.004793213805
542	0.004784507553
543	0.004778198401
544	0.004751732945
545	0.004741029938
546	0.004727125168
547	0.004721148809
548	0.004702268044
549	0.004683215419
550	0.004666502774
551	0.004652088881
552	0.004645665487
553	0.004640094439
554	0.004634259144
555	0.004629406333
556	0.004613311092
557	0.004599270721
558	0.004590729872
559	0.004585994283
560	0.004575007161
561	0.004568037391
562	0.004562100271
563	0.004553943376
564	0.004536963503
565	0.004519046346
566	0.004508580267
567	0.004504352808
568	0.00449865063
569	0.004484972854
570	0.004472609858
571	0.004467939834
572	0.004451874892
573	0.004433848461
574	0.004427785675
575	0.004421910644
576	0.004401438932
577	0.004390512904
578	0.004377499719
579	0.00436672916
580	0.004361092051
581	0.004352001846
582	0.004336109757
583	0.00432904164
584	0.004324876269
585	0.004320846995
586	0.00430341959
587	0.004297591249
588	0.004282836616
589	0.004277301828
590	0.004269888004
591	0.00425979197
592	0.004244176547
593	0.00423993667
594	0.004226002097
595	0.004222333431
596	0.004217349986
597	0.004211852948
598	0.004207513233
599	0.004200810691
600	0.004196503758
601	0.004192059239
602	0.004186852276
603	0.004171434542
604	0.004162944605
605	0.004158193618
606	0.004152650634
607	0.00414356788
608	0.004131620377
609	0.004126615574
610	0.004116581877
611	0.004109440744
612	0.004094675432
613	0.004089957476
614	0.004085568339
615	0.004080417007
616	0.004072739929
617	0.004067490002
618	0.004063500464
619	0.004055285454
620	0.004044026633
621	0.004040022194
622	0.004034567873
623	0.004018342992
624	0.004014766713
625	0.004006450375
626	0.003999981781
627	0.003995061914
628	0.003988285363
629	0.003982530783
630	0.00397875011
631	0.003964472562
632	0.003958853334
633	0.003948765
634	0.003943563253
635	0.003930033247
636	0.003923751414
637	0.003918708364
638	0.003914476931
639	0.00390689224
640	0.003899432719
641	0.003885572155
642	0.003877635549
643	0.003873740633
644	0.003859133025
645	0.003851611912
646	0.003841246168
647	0.003835237523
648	0.003821609169
649	0.003807221601
650	0.003796221813
651	0.003792370359
652	0.003778081139
653	0.003772371511
654	0.003763788939
655	0.00376016895
656	0.003753361354
657	0.003749505182
658	0.003746295969
659	0.003731745481
660	0.003729404509
661	0.003720375896
662	0.003715334833
663	0.003711457302
664	0.003701152156
665	0.003695104023
666	0.003689959149
667	0.003686351577
668	0.00368086497
669	0.003676528732
670	0.003667998066
671	0.003664188584
672	0.003658836087
673	0.00364170149
674	0.003630229086
675	0.003626936674
676	0.003618885825
677	0.003614483277
678	0.003606154025
679	0.003603041669
680	0.003590901196
681	0.003583769004
682	0.003572200984
683	0.003564789146
684	0.003557982047
685	0.003550972541
686	0.003547230611
687	0.003544043253
688	0.003540495038
689	0.003537406524
690	0.003534965714
691	0.003525304794
692	0.003519676626
693	0.003510414561
694	0.003505861262
695	0.003502583752
696	0.003484113514
697	0.003473503888
698	0.003463876744
699	0.003460588058
700	0.003457231323
701	0.003449058533
702	0.0034439375
703	0.003441127141
704	0.0034337687
705	0.003431313733
706	0.003422296792
707	0.003419989844
708	0.003417557975
709	0.003413951149
710	0.003406689564
711	0.003403652211
712	0.003399160256
713	0.003393660237
714	0.003390561541
715	0.003385034452
716	0.003382137666
717	0.00337936456
718	0.003376939893
719	0.003374320269
720	0.003365961959
721	0.003362259269
722	0.003360150009
723	0.003351681928
724	0.003351685653
725	0.003345589588
726	0.003343084703
727	0.003340430061
728	0.003337779144
729	0.003331969678
730	0.003329591453
731	0.003324044744
732	0.003321071466
733	0.00331032003
734	0.003308019042
735	0.00330514436
736	0.003301062683
737	0.003298653165
738	0.003296381235
739	0.003291314344
740	0.003286091983
741	0.00327458779
742	0.003264434884
743	0.003258158267
744	0.003255107254
745	0.003252723316
746	0.003239719073
747	0.003236363828
748	0.003233859688
749	0.003231665989
750	0.003225287298
751	0.003223300974
752	0.003220593433
753	0.003212690105
754	0.003210210552
755	0.003199614584
756	0.00319724381
757	0.00318787545
758	0.003185697893
759	0.003176656614
760	0.003176644196
761	0.00316740647
762	0.00316109707
763	0.003158617516
764	0.003156150381
765	0.003153790534
766	0.003150448203
767	0.003147489826
768	0.003145391991
769	0.003134776155
770	0.003132157028
771	0.003123045961
772	0.003120788932
773	0.003118875126
774	0.003114076952
775	0.003109689802
776	0.003107403467
777	0.00309907645
778	0.003099052608
779	0.003099064032
780	0.003097043683
781	0.003089457502
782	0.003083746135
783	0.003078866005
784	0.003076558808
785	0.003073572119
786	0.003066016734
787	0.003061676025
788	0.003054417173
789	0.003046782315
790	0.00303882286
791	0.003029625118
792	0.003027485808
793	0.003024195631
794	0.00302221626
795	0.003019568076
796	0.003013207267
797	0.003010512143
798	0.003002037605
799	0.002999019623
800	0.002997066577
801	0.002994969487
802	0.002987052997
803	0.002987007548
804	0.002985162288
805	0.002982225766
806	0.002976333598
807	0.00297015061
808	0.002968389789
809	0.002967419724
810	0.002958657841
811	0.002950862298
812	0.002948287626
813	0.002946414053
814	0.002941680948
815	0.002941641212
816	0.002932728827
817	0.002923806757
818	0.002920764685
819	0.002919057012
820	0.002914165954
821	0.002910156796
822	0.002904271831
823	0.002904239297
824	0.002902498345
825	0.002900576095
826	0.002894812822
827	0.00289478749
828	0.002892760932
829	0.002887239059
830	0.002881450206
831	0.002879505356
832	0.002879504363
833	0.002879498402
834	0.002877331277
835	0.002869394422
836	0.00286710163
837	0.002864015847
838	0.002856086195
839	0.002856074522
840	0.002853829165
841	0.002852162222
842	0.002846378088
843	0.002836182217
844	0.002832020322
845	0.002827258905
846	0.002824969838
847	0.002824969838
848	0.002824941029
849	0.002818079789
850	0.002810873588
851	0.002806710949
852	0.002804771066
853	0.002802022795
854	0.002793243279
855	0.002789292733
856	0.002780987819
857	0.002774308622
858	0.002774303655
859	0.002774305642
860	0.002774276336
861	0.002771522105
862	0.002764801184
863	0.002764448027
864	0.002764421701
865	0.002756293863
866	0.002753748496
867	0.002753737321
868	0.002747039
869	0.002744522194
870	0.002739557376
871	0.002737898131
872	0.002737889191
873	0.002737890681
874	0.002737911791
875	0.002735036612
876	0.002733058731
877	0.002733047307
878	0.002733051529
879	0.002731236319
880	0.002731170257
881	0.002731175224
882	0.002731170754
883	0.002729572852
884	0.002724111329
885	0.002722559621
886	0.002722558131
887	0.002715033789
888	0.00271298935
889	0.002713011205
890	0.002710470061
891	0.002708493918
892	0.00270598953
893	0.002704024812
894	0.002700716505
895	0.002700695395
896	0.002700700363
897	0.002698986481
898	0.002698986481
899	0.002698976298
900	0.002698998153
901	0.002698968848
902	0.002697423349
903	0.002697423349
904	0.002687584112
905	0.002687586099
906	0.002687556793
907	0.002687608202
908	0.002678607404
909	0.002675788601
910	0.002668122947
911	0.002662546188
912	0.002653040985
913	0.002647040784
914	0.002639743189
915	0.002638263255
916	0.002629076938
917	0.002626157304
918	0.002619330088
919	0.002617343267
920	0.002614558488
921	0.002614529679
922	0.002609174202
923	0.002602171401
924	0.002600161235
925	0.00260016943
926	0.002591597786
927	0.002591597786
928	0.0025894925
929	0.002589525779
930	0.002589492003
931	0.002586886535
932	0.002585276961
933	0.002585304777
934	0.002583716313
935	0.002581454813
936	0.002579756081
937	0.002578293284
938	0.002578281363
939	0.002569347372
940	0.002569339424
941	0.002567413698
942	0.002567407489
943	0.002567394574
944	0.002565655112
945	0.002565636983
946	0.002563803643
947	0.002563803643
948	0.00256382674
949	0.002563800911
950	0.002563807865
951	0.002561921875
952	0.002560674647
953	0.00256068334
954	0.002558064957
955	0.002558054527
956	0.0025580811
957	0.002549862862
958	0.002549862862
959	0.002549850444
960	0.002548071245
961	0.002541799347
962	0.002540197472
963	0.002540158232
964	0.002536795537
965	0.002528475225
966	0.002527094632
967	0.002523857852
968	0.002523841957
969	0.002523846428
970	0.002522324522
971	0.002519770463
972	0.002519765993
973	0.002517802765
974	0.00251780202
975	0.00251780202
976	0.002517805
977	0.002517792334
978	0.002517806242
979	0.002517800778
980	0.002517798295
981	0.002517798295
982	0.002517794073
983	0.002510511378
984	0.002508570502
985	0.002508571744
986	0.002506930381
987	0.002504975349
988	0.002504963676
989	0.002504977584
990	0.002497022351
991	0.00249703601
992	0.00249701788
993	0.002497012665
994	0.002495324115
995	0.002495332559
996	0.002495209873
997	0.002495250106
998	0.00248772651
999	0.002487700681
